SalePrice,id
195466.021282,1884
227699.190007,1885
273413.60251,1886
220785.784276,1887
269171.831522,1888
173736.584127,1889
111612.869019,1890
130364.724951,1891
98951.1625777,1892
130913.030734,1893
125089.103886,1894
125182.419225,1895
130167.796325,1896
126450.780086,1897
107168.108828,1898
167954.364016,1899
161244.100215,1900
180323.661929,1901
151106.911481,1902
236646.480842,1903
140917.988988,1904
193545.273243,1905
145328.321439,1906
193523.946246,1907
111639.52199,1908
133995.148713,1909
118461.715709,1910
216195.973471,1911
318709.965559,1912
149566.110505,1913
78234.6180977,1914
286231.442969,1915
63945.6272871,1916
241127.499609,1917
139760.906084,1918
169167.826228,1919
145907.987884,1920
363368.583514,1921
309469.090043,1922
227659.098058,1923
229771.577132,1924
195296.500303,1925
344469.979816,1926
133723.652249,1927
167121.972761,1928
127523.837011,1929
130559.301913,1930
141479.414803,1931
136046.295791,1932
198353.908497,1933
181430.050213,1934
173212.094374,1935
197968.48427,1936
187789.230549,1937
172062.382164,1938
222801.864377,1939
191960.276778,1940
164488.734336,1941
180192.112847,1942
227385.01203,1943
367563.249554,1944
388684.822787,1945
131249.853913,1946
273942.950742,1947
165682.14091,1948
252991.165808,1949
190409.084963,1950
229472.188761,1951
192322.44586,1952
175842.911377,1953
178652.024171,1954
133478.652899,1955
312573.817119,1956
146836.017597,1957
304142.160011,1958
147040.90718,1959
112204.169722,1960
126183.224079,1961
96895.8216792,1962
104210.161615,1963
105486.529199,1964
144156.236866,1965
136070.720547,1966
291023.381964,1967
407706.590474,1968
369363.872429,1969
391861.169029,1970
480147.908904,1971
365041.577974,1972
292360.957733,1973
332653.702003,1974
401317.226615,1975
275945.04285,1976
337996.412485,1977
340226.079565,1978
312041.926733,1979
201878.786437,1980
314767.157057,1981
222399.402731,1982
209767.528401,1983
168043.053275,1984
230268.659452,1985
211128.239115,1986
185271.644222,1987
178224.429624,1988
192277.568379,1989
206053.622927,1990
233368.048257,1991
213434.478584,1992
172674.153789,1993
223792.379494,1994
181487.734474,1995
241676.336482,1996
315654.880991,1997
282691.583268,1998
290729.762571,1999
315729.636599,2000
291213.367453,2001
242659.874525,2002
261816.315534,2003
286041.38931,2004
225482.338948,2005
219031.20997,2006
249873.585503,2007
214305.527317,2008
206166.960726,2009
202112.931103,2010
142096.717974,2011
180687.044123,2012
180884.263847,2013
188366.387911,2014
217871.250403,2015
193312.313232,2016
192778.985195,2017
123428.165654,2018
131602.87459,2019
99616.9582117,2020
101190.609683,2021
193192.476972,2022
145717.246709,2023
268433.27692,2024
350480.305614,2025
175257.534712,2026
164239.52547,2027
153468.441353,2028
165005.110377,2029
248235.250497,2030
222605.925091,2031
241239.976859,2032
242811.254371,2033
182186.649588,2034
210964.992716,2035
205056.125286,2036
213088.436536,2037
332704.710825,2038
238414.752414,2039
281270.366989,2040
315994.302834,2041
203351.977303,2042
180270.1699,2043
165158.627592,2044
224240.8025,2045
147158.722579,2046
139841.336292,2047
143057.513239,2048
147114.651894,2049
171839.123748,2050
103214.003764,2051
117027.414515,2052
149171.844413,2053
91332.5020997,2054
145706.690845,2055
150973.810652,2056
111553.328531,2057
215982.556083,2058
132886.691144,2059
163877.628214,2060
158099.806914,2061
123478.581945,2062
121627.356626,2063
133749.224314,2064
124811.746593,2065
159199.046347,2066
110301.299834,2067
145994.112601,2068
87954.5846995,2069
119902.516146,2070
103373.126611,2071
149052.485288,2072
127564.044813,2073
179203.669149,2074
147126.993364,2075
116097.840177,2076
157374.828691,2077
124786.059893,2078
134214.488957,2079
112602.345703,2080
128137.774639,2081
118441.798944,2082
139877.865651,2083
108598.858477,2084
109525.476763,2085
111346.397311,2086
117472.252569,2087
90451.5806125,2088
82886.464989,2089
127304.154104,2090
116664.606713,2091
118347.882913,2092
104417.765318,2093
106228.497071,2094
164372.815523,2095
95912.0737784,2096
101909.338576,2097
151830.826055,2098
59212.2912612,2099
73028.9950981,2100
118475.784163,2101
124962.9632,2102
108584.35251,2103
142574.633812,2104
125685.063505,2105
63944.5366864,2106
180973.577072,2107
114971.277388,2108
105213.070971,2109
117127.716251,2110
122441.421402,2111
133993.968399,2112
117310.019402,2113
115672.535309,2114
160872.072569,2115
110696.900432,2116
139442.771765,2117
128560.950271,2118
112076.56698,2119
113199.009742,2120
105729.745408,2121
119265.42362,2122
85147.2125163,2123
159689.820511,2124
127941.869252,2125
156852.993592,2126
174880.421526,2127
127266.735588,2128
92142.0659606,2129
138796.399392,2130
134907.803623,2131
108137.159479,2132
125716.568384,2133
121265.167015,2134
98420.0028188,2135
79086.6212692,2136
108979.781392,2137
132822.914084,2138
150065.329803,2139
132318.737135,2140
173659.282238,2141
129561.307352,2142
147324.786371,2143
119798.779763,2144
136191.139149,2145
178130.553447,2146
150781.113288,2147
132586.016004,2148
156316.632898,2149
246197.804487,2150
115697.826432,2151
163207.43431,2152
158637.669672,2153
97937.1372807,2154
144832.19253,2155
231667.923545,2156
223310.414626,2157
255847.838997,2158
229409.456517,2159
188451.070423,2160
240484.707097,2161
360911.989406,2162
336416.335517,2163
262616.247778,2164
198682.846228,2165
156838.686137,2166
220685.624942,2167
186552.275486,2168
196367.283493,2169
205609.731917,2170
160621.539074,2171
131096.40099,2172
183363.280326,2173
213599.437263,2174
293631.626183,2175
314568.924816,2176
237992.361686,2177
215173.402007,2178
133019.462313,2179
196410.910295,2180
194604.183562,2181
222045.808873,2182
194742.501271,2183
117050.738095,2184
128830.78384,2185
146604.965379,2186
158026.347394,2187
154171.010111,2188
252606.333318,2189
72575.5329175,2190
75284.8228439,2191
88652.9778437,2192
103944.627108,2193
100657.586709,2194
97958.7785893,2195
100611.794587,2196
121408.01859,2197
160468.307811,2198
194713.623325,2199
141444.358473,2200
140415.647577,2201
227428.731322,2202
139477.394314,2203
181723.474159,2204
117673.174267,2205
137017.993482,2206
226711.428559,2207
251965.112482,2208
255455.073609,2209
127137.387785,2210
126818.256678,2211
122915.577688,2212
112887.623884,2213
140461.719441,2214
106785.109884,2215
138312.401245,2216
64213.2228025,2217
89318.8053321,2218
89204.9664071,2219
83244.6112871,2220
288072.052514,2221
265006.796806,2222
288338.246004,2223
215182.129889,2224
117580.348954,2225
171528.345589,2226
191258.032364,2227
275480.393142,2228
251527.896128,2229
154102.267619,2230
212760.461857,2231
182660.263653,2232
185647.324018,2233
252226.417631,2234
217098.099959,2235
254093.091052,2236
294881.135106,2237
209691.599333,2238
101743.6699,2239
153301.455322,2240
147645.875898,2241
127941.936057,2242
138809.788709,2243
108653.450108,2244
108433.913351,2245
138307.800079,2246
118161.587633,2247
120160.313517,2248
119078.720934,2249
130933.527242,2250
108240.539797,2251
180150.647916,2252
162753.370322,2253
185873.195059,2254
182368.195393,2255
170893.14036,2256
199095.188843,2257
160328.288058,2258
171951.542273,2259
161645.690932,2260
202485.516856,2261
214364.41485,2262
376855.753708,2263
479269.203203,2264
165402.483245,2265
293708.742365,2266
321777.737375,2267
412477.996384,2268
154195.411185,2269
203405.326712,2270
205429.382499,2271
197228.505626,2272
168716.807162,2273
178732.298635,2274
157649.510249,2275
194056.308243,2276
177936.271208,2277
148099.676915,2278
128909.896977,2279
113400.522049,2280
164119.581704,2281
188275.494234,2282
110693.626647,2283
116173.976121,2284
138968.080104,2285
121047.374752,2286
369429.975684,2287
274068.951674,2288
356802.764127,2289
422067.931392,2290
327598.963579,2291
433824.215623,2292
450024.895425,2293
393100.957222,2294
453797.306614,2295
269567.558401,2296
356638.791534,2297
350800.78108,2298
356375.094419,2299
317842.042739,2300
327242.273326,2301
258200.113189,2302
246401.713811,2303
253645.71675,2304
195445.726821,2305
190380.880685,2306
209303.632382,2307
229580.281632,2308
280843.778832,2309
216236.749014,2310
204210.36498,2311
175255.456903,2312
172211.975044,2313
173072.684997,2314
183054.793317,2315
194388.848469,2316
188607.581255,2317
178686.49004,2318
182949.745648,2319
184086.564994,2320
245821.441577,2321
189498.000996,2322
206146.960582,2323
198131.906248,2324
214588.015358,2325
190977.856975,2326
198762.500739,2327
221241.773599,2328
193326.523847,2329
180927.478714,2330
335585.792661,2331
371552.057587,2332
311143.607087,2333
247062.861309,2334
284253.040541,2335
288745.926376,2336
190161.10813,2337
255835.945924,2338
218986.161423,2339
357317.433922,2340
210054.226139,2341
238627.632756,2342
235485.175041,2343
207350.759957,2344
229828.875806,2345
214337.34013,2346
195392.743788,2347
244177.747611,2348
180102.421952,2349
308069.142192,2350
241659.935095,2351
243861.842294,2352
236696.507669,2353
139860.626252,2354
147000.330123,2355
152579.6249,2356
190065.416026,2357
211021.436626,2358
131770.660505,2359
112946.845945,2360
141150.149764,2361
229431.83756,2362
142048.994867,2363
159296.959031,2364
217297.518372,2365
193790.744417,2366
214227.809986,2367
216352.588228,2368
212912.472095,2369
167297.005366,2370
157033.354622,2371
194170.195252,2372
290106.426524,2373
305643.740155,2374
246845.539706,2375
269546.211255,2376
310591.015864,2377
151500.225922,2378
193997.056619,2379
152919.749868,2380
164970.699455,2381
215153.042548,2382
197220.844641,2383
239097.336496,2384
164784.905867,2385
133792.140632,2386
134869.060324,2387
105622.921952,2388
121467.846897,2389
150039.481779,2390
146161.879399,2391
113338.772128,2392
172692.138603,2393
148766.426681,2394
201172.574172,2395
146213.472817,2396
208290.057731,2397
132784.682629,2398
63914.3575037,2399
70007.573233,2400
124667.870826,2401
131561.209461,2402
147315.31071,2403
155882.385271,2404
156730.638837,2405
138899.523066,2406
126684.064498,2407
146643.652007,2408
117233.380014,2409
171826.783658,2410
117021.267745,2411
158606.484794,2412
125904.002652,2413
161111.543246,2414
134312.255086,2415
130956.476978,2416
137995.061992,2417
136056.41364,2418
123718.338307,2419
123997.613958,2420
118795.806575,2421
107428.53535,2422
111403.252157,2423
149498.70978,2424
171525.191962,2425
126303.042323,2426
125788.913753,2427
199963.623475,2428
111415.73139,2429
134711.717332,2430
110024.096875,2431
149715.130685,2432
145163.58974,2433
134618.698734,2434
152337.331739,2435
105523.646402,2436
103472.615404,2437
127649.413702,2438
97301.3629004,2439
128449.220479,2440
95158.3124284,2441
98841.049644,2442
130395.970612,2443
130238.711178,2444
97575.7274365,2445
137889.582481,2446
185034.949873,2447
137221.797247,2448
119311.248249,2449
160822.569137,2450
117002.908919,2451
202194.697835,2452
90372.9892914,2453
112910.456704,2454
126569.331178,2455
128593.331072,2456
137074.873047,2457
134890.888282,2458
108559.671288,2459
140658.067678,2460
129082.769862,2461
136264.015072,2462
128637.393287,2463
163246.343938,2464
138980.371766,2465
119851.906173,2466
136663.387226,2467
98610.9772303,2468
89194.1038082,2469
203543.90612,2470
209825.213035,2471
148798.122863,2472
116941.014482,2473
74030.9224607,2474
183967.163061,2475
114407.872868,2476
127611.150472,2477
150785.565636,2478
103368.832564,2479
158176.820883,2480
124510.112859,2481
126889.250444,2482
111931.153573,2483
117730.03596,2484
126370.872293,2485
145269.629876,2486
159286.253314,2487
171813.006061,2488
164191.900293,2489
144426.486303,2490
98710.5350932,2491
212490.676939,2492
165424.445742,2493
147781.897935,2494
85866.4937378,2495
232155.704167,2496
145151.646624,2497
112775.807524,2498
88732.6342653,2499
122131.54721,2500
133835.345763,2501
149570.829301,2502
93376.6882409,2503
150621.315788,2504
226847.214799,2505
248987.677977,2506
265108.456138,2507
252606.528599,2508
223521.555185,2509
222343.822168,2510
174205.004674,2511
207150.620566,2512
228949.524183,2513
237306.347446,2514
156293.882933,2515
181568.636474,2516
149687.932119,2517
158725.234366,2518
248338.5602,2519
222908.995555,2520
186615.364681,2521
221689.29253,2522
114345.066452,2523
141898.044951,2524
151114.128474,2525
143812.262924,2526
125578.564841,2527
136796.858591,2528
140885.756222,2529
131376.769557,2530
252223.776372,2531
221977.504632,2532
189261.398283,2533
244634.273768,2534
274179.840582,2535
234062.335153,2536
249926.728027,2537
184177.837341,2538
193984.120798,2539
181586.457363,2540
185692.551422,2541
162374.461681,2542
107494.830502,2543
110361.523027,2544
141828.968462,2545
120672.351284,2546
131216.331347,2547
150065.188065,2548
154541.772891,2549
530040.58442,2550
139022.334646,2551
131044.999513,2552
74060.9249969,2553
96714.9157828,2554
118028.418143,2555
100524.170416,2556
102119.912492,2557
152620.095175,2558
143485.851565,2559
163068.677405,2560
150076.077212,2561
142441.580745,2562
150133.584539,2563
218625.555456,2564
141733.543264,2565
155037.578924,2566
138311.008264,2567
203812.149644,2568
252405.525537,2569
118915.48491,2570
190933.957678,2571
142242.779422,2572
216298.451769,2573
247225.617297,2574
139377.701114,2575
109033.278197,2576
150166.48742,2577
84117.5790796,2578
60783.0341118,2579
104638.07924,2580
123501.951418,2581
135600.182723,2582
269295.642025,2583
174607.160694,2584
196304.048667,2585
218744.241817,2586
201428.124814,2587
145255.870272,2588
152516.133144,2589
195023.425476,2590
221178.085722,2591
206275.676347,2592
240390.997082,2593
191151.484685,2594
206325.315147,2595
283062.716698,2596
187147.829737,2597
292778.069251,2598
333781.311289,2599
116580.596521,2600
136487.295123,2601
86076.3745749,2602
97456.9798633,2603
90083.1190333,2604
83616.2958964,2605
143747.840806,2606
201167.788452,2607
191220.608098,2608
180339.885614,2609
110667.975652,2610
119615.621602,2611
170580.228602,2612
128318.211412,2613
125634.397748,2614
155487.30508,2615
146038.881743,2616
172680.77165,2617
187738.431111,2618
184678.012772,2619
184748.128562,2620
170489.762034,2621
171425.73789,2622
233884.42305,2623
305590.709018,2624
273593.102163,2625
177657.454198,2626
164024.934133,2627
468867.895267,2628
500930.432634,2629
398680.31835,2630
467451.284579,2631
399264.532721,2632
300706.64623,2633
435282.22089,2634
158095.835199,2635
176389.223308,2636
179471.476014,2637
252763.580785,2638
195065.900109,2639
154163.148254,2640
102708.318656,2641
185269.20009,2642
107714.434446,2643
118022.272812,2644
112685.206416,2645
96695.551451,2646
108971.614294,2647
146643.354908,2648
158444.979207,2649
131942.588031,2650
142571.469029,2651
398536.452364,2652
252107.964754,2653
262482.848001,2654
401512.061964,2655
336962.17751,2656
350488.755093,2657
296307.244268,2658
314273.59644,2659
372775.313529,2660
347617.198852,2661
363378.216284,2662
306749.564023,2663
272906.108445,2664
314178.984457,2665
277248.168856,2666
176464.003393,2667
181056.613849,2668
181288.639649,2669
267839.036954,2670
189124.634247,2671
202593.896771,2672
196551.919516,2673
195118.220409,2674
179156.150952,2675
199620.694604,2676
195879.409486,2677
238732.689817,2678
284897.073471,2679
281019.406636,2680
371677.247746,2681
329387.444854,2682
475806.713503,2683
326034.802952,2684
303944.772872,2685
240182.022544,2686
309972.187839,2687
206792.55503,2688
205238.550602,2689
385191.76733,2690
183654.668726,2691
142687.079033,2692
207355.360566,2693
137459.884082,2694
195171.273208,2695
188633.059059,2696
187183.221989,2697
187062.542925,2698
171517.562195,2699
158632.574582,2700
157615.195417,2701
112214.773013,2702
128981.084111,2703
139988.278045,2704
114503.694599,2705
114511.00651,2706
123364.185076,2707
131526.699007,2708
105490.432972,2709
133799.440931,2710
213595.322549,2711
377154.200404,2712
169599.401939,2713
157595.181625,2714
157085.043852,2715
148496.582587,2716
203335.099978,2717
221301.479625,2718
151610.12049,2719
178932.190669,2720
128152.412305,2721
147330.817921,2722
137891.601311,2723
124233.231843,2724
130305.261037,2725
149513.129123,2726
177166.473587,2727
186628.819752,2728
152370.090148,2729
144079.998322,2730
138233.049576,2731
136031.108559,2732
158650.274768,2733
128380.001376,2734
133429.4423,2735
136543.961292,2736
123648.642951,2737
137203.527402,2738
159552.306263,2739
134931.271074,2740
146938.094638,2741
160623.939863,2742
156571.841362,2743
169824.364707,2744
140673.001973,2745
137846.307212,2746
144813.723367,2747
136051.078435,2748
127468.702899,2749
119063.816347,2750
132880.918988,2751
197183.128863,2752
135986.792723,2753
194374.931474,2754
142735.688414,2755
105570.911435,2756
76080.0176714,2757
94469.8326085,2758
170918.167398,2759
124726.880666,2760
141271.333635,2761
138830.98567,2762
182654.620082,2763
150221.153194,2764
293432.564961,2765
128808.859936,2766
88322.808852,2767
122611.8262,2768
131259.429828,2769
135796.940013,2770
106486.14399,2771
105949.738781,2772
179650.541864,2773
140638.489522,2774
115839.727368,2775
149961.634395,2776
154991.520808,2777
111309.872112,2778
131064.012396,2779
101850.671172,2780
100558.689605,2781
98663.8491823,2782
98038.2220336,2783
126564.629857,2784
140106.215005,2785
71181.6604067,2786
129022.349268,2787
80408.1302244,2788
173937.059114,2789
106366.575539,2790
107145.11323,2791
65043.1687944,2792
147768.22734,2793
98025.5868596,2794
117723.042968,2795
110875.292592,2796
182584.40253,2797
109374.491591,2798
108967.543358,2799
75193.2427611,2800
110866.644007,2801
119491.601489,2802
155753.586312,2803
127848.119751,2804
102716.892298,2805
85789.1221837,2806
164972.531783,2807
152142.40479,2808
128174.150405,2809
124905.323785,2810
156135.068706,2811
169908.228823,2812
160221.459408,2813
162444.926599,2814
103349.594397,2815
226882.197385,2816
158464.614422,2817
131003.533169,2818
182837.753139,2819
135064.089471,2820
107960.917179,2821
196569.02571,2822
288180.885819,2823
173062.188752,2824
147529.774838,2825
131440.755518,2826
134166.497508,2827
201873.399465,2828
226613.461966,2829
225933.509501,2830
181968.010747,2831
232102.239231,2832
294494.859258,2833
223329.756772,2834
228996.722185,2835
189929.44683,2836
153599.287642,2837
146238.586076,2838
174222.433268,2839
204783.469172,2840
205424.821909,2841
236633.658654,2842
149159.127339,2843
179897.799174,2844
125283.5133,2845
204758.920109,2846
217129.812407,2847
204726.577724,2848
196341.304237,2849
275172.121351,2850
218746.415127,2851
243061.924464,2852
238000.558603,2853
138174.709021,2854
204570.620908,2855
199295.884543,2856
188509.568259,2857
211174.427574,2858
102052.267789,2859
124101.45355,2860
122030.429373,2861
181797.11164,2862
129590.210155,2863
235552.002284,2864
141709.941319,2865
142149.515925,2866
101084.579572,2867
89712.4636554,2868
96675.5603091,2869
124436.522695,2870
86215.1962247,2871
55947.9878182,2872
100060.616777,2873
137388.521745,2874
112080.080236,2875
162521.824564,2876
150395.29112,2877
156908.616362,2878
128577.83699,2879
105751.637365,2880
144384.346398,2881
178818.009354,2882
200804.07172,2883
206627.536578,2884
194786.531556,2885
225228.187515,2886
101356.654598,2887
153723.928021,2888
64982.7234002,2889
88685.9369278,2890
133199.710098,2891
58028.1831878,2892
90511.8635513,2893
65341.1324487,2894
316428.625834,2895
273603.298865,2896
221981.425527,2897
151753.08111,2898
213151.415231,2899
160585.515598,2900
205792.231495,2901
184393.01105,2902
324000.877294,2903
349664.821878,2904
76614.3572816,2905
201702.718853,2906
113182.375973,2907
135546.110875,2908
156871.824653,2909
77347.5008044,2910
84909.1218504,2911
153726.258768,2912
81219.7571245,2913
80901.6079911,2914
85700.6155618,2915
84720.4406235,2916
171371.153926,2917
117458.765328,2918
229556.725475,2919
